pin,slack
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_138:A,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_138:B,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_138:C,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_138:IPA,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_138:IPB,
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_state_ns_i_a3_0_1[1]:A,3063
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_state_ns_i_a3_0_1[1]:B,2980
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_state_ns_i_a3_0_1[1]:Y,2980
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[62]:ADn,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[62]:ALn,3321
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[62]:CLK,648
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[62]:D,3689
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[62]:EN,-405
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[62]:LAT,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[62]:Q,648
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[62]:SD,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[62]:SLn,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmmod_ns_0_a4[0]:A,3145
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmmod_ns_0_a4[0]:B,3051
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmmod_ns_0_a4[0]:C,1854
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmmod_ns_0_a4[0]:D,1542
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmmod_ns_0_a4[0]:Y,1542
Motor_in_obuf[1]/U0/U_IOOUTFF:A,
Motor_in_obuf[1]/U0/U_IOOUTFF:Y,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/G60b_prdata_typ21_0_a2:A,-2335
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/G60b_prdata_typ21_0_a2:B,-2497
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/G60b_prdata_typ21_0_a2:C,-3846
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/G60b_prdata_typ21_0_a2:D,-3806
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/G60b_prdata_typ21_0_a2:Y,-3846
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/framesync[2]:ADn,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/framesync[2]:ALn,3321
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/framesync[2]:CLK,-2001
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/framesync[2]:D,577
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/framesync[2]:EN,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/framesync[2]:LAT,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/framesync[2]:Q,-2001
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/framesync[2]:SD,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/framesync[2]:SLn,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/serDAT_WRITE_PROC_serdat_9[6]:A,2749
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/serDAT_WRITE_PROC_serdat_9[6]:B,-1171
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/serDAT_WRITE_PROC_serdat_9[6]:C,4346
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/serDAT_WRITE_PROC_serdat_9[6]:Y,-1171
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_54:A,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_54:B,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_54:C,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_54:IPA,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_54:IPB,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_19:A,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_19:B,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_19:C,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_19:IPA,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_19:IPB,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSTA_SYNC_PROC_un133_framesync_RNIMH7T:A,-594
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSTA_SYNC_PROC_un133_framesync_RNIMH7T:B,-576
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSTA_SYNC_PROC_un133_framesync_RNIMH7T:C,-2780
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSTA_SYNC_PROC_un133_framesync_RNIMH7T:D,-2808
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSTA_SYNC_PROC_un133_framesync_RNIMH7T:Y,-2808
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/PRDATA_generated_2_i_m2[3]:A,-2181
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/PRDATA_generated_2_i_m2[3]:B,-2438
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/PRDATA_generated_2_i_m2[3]:C,907
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/PRDATA_generated_2_i_m2[3]:D,676
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/PRDATA_generated_2_i_m2[3]:Y,-2438
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/serdat[6]:ADn,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/serdat[6]:ALn,3321
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/serdat[6]:CLK,-1224
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/serdat[6]:D,-1171
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/serdat[6]:EN,-2481
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/serdat[6]:LAT,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/serdat[6]:Q,-1224
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/serdat[6]:SD,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/serdat[6]:SLn,
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0[6]:A,2294
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0[6]:B,-1195
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0[6]:C,-1211
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0[6]:D,-3517
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0[6]:Y,-3517
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_sel_tx_xhdl2_1_7_ns:A,532
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_sel_tx_xhdl2_1_7_ns:B,3062
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_sel_tx_xhdl2_1_7_ns:C,404
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_sel_tx_xhdl2_1_7_ns:Y,404
MSS_top_sb_0/CoreUARTapb_0_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_5_ns_1[2]:A,3307
MSS_top_sb_0/CoreUARTapb_0_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_5_ns_1[2]:B,3257
MSS_top_sb_0/CoreUARTapb_0_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_5_ns_1[2]:C,1207
MSS_top_sb_0/CoreUARTapb_0_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_5_ns_1[2]:D,1057
MSS_top_sb_0/CoreUARTapb_0_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_5_ns_1[2]:Y,1057
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmsta_nxt_cnst_i_o2_0[0]:A,-1706
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmsta_nxt_cnst_i_o2_0[0]:B,-424
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmsta_nxt_cnst_i_o2_0[0]:Y,-1706
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_260:A,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_260:B,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_260:C,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_260:IPA,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_260:IPB,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmsta_nxt_cnst_0_a2_0[1]:A,-4173
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmsta_nxt_cnst_0_a2_0[1]:B,-3122
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmsta_nxt_cnst_0_a2_0[1]:Y,-4173
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state[0]:ADn,
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state[0]:ALn,3321
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state[0]:CLK,4173
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state[0]:D,534
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state[0]:EN,
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state[0]:LAT,
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state[0]:Q,4173
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state[0]:SD,
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state[0]:SLn,
MSS_top_sb_0/CORERESETP_0/FIC_2_APB_M_PRESET_N_q1:ADn,
MSS_top_sb_0/CORERESETP_0/FIC_2_APB_M_PRESET_N_q1:ALn,
MSS_top_sb_0/CORERESETP_0/FIC_2_APB_M_PRESET_N_q1:CLK,5528
MSS_top_sb_0/CORERESETP_0/FIC_2_APB_M_PRESET_N_q1:D,
MSS_top_sb_0/CORERESETP_0/FIC_2_APB_M_PRESET_N_q1:EN,
MSS_top_sb_0/CORERESETP_0/FIC_2_APB_M_PRESET_N_q1:LAT,
MSS_top_sb_0/CORERESETP_0/FIC_2_APB_M_PRESET_N_q1:Q,5528
MSS_top_sb_0/CORERESETP_0/FIC_2_APB_M_PRESET_N_q1:SD,
MSS_top_sb_0/CORERESETP_0/FIC_2_APB_M_PRESET_N_q1:SLn,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SDAI_ff_reg[1]:ADn,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SDAI_ff_reg[1]:ALn,3321
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SDAI_ff_reg[1]:CLK,4293
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SDAI_ff_reg[1]:D,4386
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SDAI_ff_reg[1]:EN,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SDAI_ff_reg[1]:LAT,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SDAI_ff_reg[1]:Q,4293
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SDAI_ff_reg[1]:SD,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SDAI_ff_reg[1]:SLn,
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0[4]:A,2163
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0[4]:B,-1326
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0[4]:C,-1342
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0[4]:D,-3648
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0[4]:Y,-3648
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_42:A,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_42:B,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_42:C,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_42:IPA,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_42:IPB,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSTA_SYNC_PROC_un30_fsmmod:A,-1703
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSTA_SYNC_PROC_un30_fsmmod:B,-2931
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSTA_SYNC_PROC_un30_fsmmod:C,-1787
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSTA_SYNC_PROC_un30_fsmmod:D,-1985
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSTA_SYNC_PROC_un30_fsmmod:Y,-2931
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_47:A,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_47:B,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_47:C,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_47:IPB,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/prescale_cnt[5]:ADn,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/prescale_cnt[5]:ALn,3321
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/prescale_cnt[5]:CLK,-1017
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/prescale_cnt[5]:D,-684
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/prescale_cnt[5]:EN,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/prescale_cnt[5]:LAT,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/prescale_cnt[5]:Q,-1017
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/prescale_cnt[5]:SD,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/prescale_cnt[5]:SLn,
PWM_0_obuf/U0/U_IOENFF:A,
PWM_0_obuf/U0/U_IOENFF:Y,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[5]:ADn,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[5]:ALn,3321
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[5]:CLK,1708
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[5]:D,3804
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[5]:EN,-198
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[5]:LAT,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[5]:Q,1708
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[5]:SD,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[5]:SLn,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int[11]:ADn,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int[11]:ALn,3321
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int[11]:CLK,1556
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int[11]:D,152
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int[11]:EN,-235
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int[11]:LAT,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int[11]:Q,1556
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int[11]:SD,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int[11]:SLn,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmmod_ns_0_a4[5]:A,3008
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmmod_ns_0_a4[5]:B,3003
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmmod_ns_0_a4[5]:C,-1831
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmmod_ns_0_a4[5]:D,2697
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmmod_ns_0_a4[5]:Y,-1831
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmmod_ns_i_a3_0[2]:A,1722
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmmod_ns_i_a3_0[2]:B,1646
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmmod_ns_i_a3_0[2]:Y,1646
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[9]:A,1045
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[9]:B,1342
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[9]:C,-1616
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[9]:D,-317
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[9]:Y,-1616
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[37]:ADn,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[37]:ALn,3321
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[37]:CLK,1383
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[37]:D,3804
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[37]:EN,-294
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[37]:LAT,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[37]:Q,1383
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[37]:SD,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[37]:SLn,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[32]:ADn,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[32]:ALn,3321
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[32]:CLK,2224
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[32]:D,3671
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[32]:EN,-251
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[32]:LAT,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[32]:Q,2224
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[32]:SD,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[32]:SLn,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[47]:ADn,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[47]:ALn,3321
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[47]:CLK,648
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[47]:D,3771
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[47]:EN,-294
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[47]:LAT,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[47]:Q,648
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[47]:SD,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[47]:SLn,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[42]:ADn,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[42]:ALn,3321
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[42]:CLK,654
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[42]:D,3769
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[42]:EN,-294
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[42]:LAT,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[42]:Q,654
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[42]:SD,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[42]:SLn,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_222:A,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_222:B,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_222:C,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_222:IPA,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_222:IPB,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSTA_SYNC_PROC_fsmsta_8_0_iv_i_RNO[3]:A,695
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSTA_SYNC_PROC_fsmsta_8_0_iv_i_RNO[3]:B,-1492
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSTA_SYNC_PROC_fsmsta_8_0_iv_i_RNO[3]:C,3180
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSTA_SYNC_PROC_fsmsta_8_0_iv_i_RNO[3]:D,2910
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSTA_SYNC_PROC_fsmsta_8_0_iv_i_RNO[3]:Y,-1492
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmmod_ns_0_o3_1[0]:A,-600
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmmod_ns_0_o3_1[0]:B,-684
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmmod_ns_0_o3_1[0]:Y,-684
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_MSS_top_sb_CoreUARTapb_0_0_Clock_gen/baud_cntr[0]:ADn,
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_MSS_top_sb_CoreUARTapb_0_0_Clock_gen/baud_cntr[0]:ALn,3321
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_MSS_top_sb_CoreUARTapb_0_0_Clock_gen/baud_cntr[0]:CLK,570
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_MSS_top_sb_CoreUARTapb_0_0_Clock_gen/baud_cntr[0]:D,1386
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_MSS_top_sb_CoreUARTapb_0_0_Clock_gen/baud_cntr[0]:EN,
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_MSS_top_sb_CoreUARTapb_0_0_Clock_gen/baud_cntr[0]:LAT,
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_MSS_top_sb_CoreUARTapb_0_0_Clock_gen/baud_cntr[0]:Q,570
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_MSS_top_sb_CoreUARTapb_0_0_Clock_gen/baud_cntr[0]:SD,
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_MSS_top_sb_CoreUARTapb_0_0_Clock_gen/baud_cntr[0]:SLn,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SCLSCL:ADn,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SCLSCL:ALn,3321
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SCLSCL:CLK,3003
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SCLSCL:D,5458
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SCLSCL:EN,4239
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SCLSCL:LAT,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SCLSCL:Q,3003
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SCLSCL:SD,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SCLSCL:SLn,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int_s[15]:A,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int_s[15]:B,3119
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int_s[15]:C,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int_s[15]:CC,2205
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int_s[15]:D,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int_s[15]:P,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int_s[15]:S,2205
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int_s[15]:UB,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/serSTA_WRITE_PROC_sersta_31_4_0__m14:A,2918
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/serSTA_WRITE_PROC_sersta_31_4_0__m14:B,2839
