pin,slack
COREABC_0/un5_ramwdata_s_1_49_CC_0:CC[1],15506
COREABC_0/un5_ramwdata_s_1_49_CC_0:CC[2],15635
COREABC_0/un5_ramwdata_s_1_49_CC_0:CC[3],15110
COREABC_0/un5_ramwdata_s_1_49_CC_0:CC[4],15030
COREABC_0/un5_ramwdata_s_1_49_CC_0:CC[5],14971
COREABC_0/un5_ramwdata_s_1_49_CC_0:CC[6],15078
COREABC_0/un5_ramwdata_s_1_49_CC_0:CC[7],14970
COREABC_0/un5_ramwdata_s_1_49_CC_0:CI,
COREABC_0/un5_ramwdata_s_1_49_CC_0:P[0],14971
COREABC_0/un5_ramwdata_s_1_49_CC_0:P[10],
COREABC_0/un5_ramwdata_s_1_49_CC_0:P[11],
COREABC_0/un5_ramwdata_s_1_49_CC_0:P[1],14970
COREABC_0/un5_ramwdata_s_1_49_CC_0:P[2],15177
COREABC_0/un5_ramwdata_s_1_49_CC_0:P[3],15187
COREABC_0/un5_ramwdata_s_1_49_CC_0:P[4],
COREABC_0/un5_ramwdata_s_1_49_CC_0:P[5],
COREABC_0/un5_ramwdata_s_1_49_CC_0:P[6],15584
COREABC_0/un5_ramwdata_s_1_49_CC_0:P[7],
COREABC_0/un5_ramwdata_s_1_49_CC_0:P[8],
COREABC_0/un5_ramwdata_s_1_49_CC_0:P[9],
COREABC_0/un5_ramwdata_s_1_49_CC_0:UB[0],
COREABC_0/un5_ramwdata_s_1_49_CC_0:UB[10],
COREABC_0/un5_ramwdata_s_1_49_CC_0:UB[11],
COREABC_0/un5_ramwdata_s_1_49_CC_0:UB[1],
COREABC_0/un5_ramwdata_s_1_49_CC_0:UB[2],
COREABC_0/un5_ramwdata_s_1_49_CC_0:UB[3],
COREABC_0/un5_ramwdata_s_1_49_CC_0:UB[4],
COREABC_0/un5_ramwdata_s_1_49_CC_0:UB[5],
COREABC_0/un5_ramwdata_s_1_49_CC_0:UB[6],
COREABC_0/un5_ramwdata_s_1_49_CC_0:UB[7],
COREABC_0/un5_ramwdata_s_1_49_CC_0:UB[8],
COREABC_0/un5_ramwdata_s_1_49_CC_0:UB[9],
COREABC_0/ACCUMULATOR[5]:ADn,
COREABC_0/ACCUMULATOR[5]:ALn,16293
COREABC_0/ACCUMULATOR[5]:CLK,13616
COREABC_0/ACCUMULATOR[5]:D,13645
COREABC_0/ACCUMULATOR[5]:EN,15898
COREABC_0/ACCUMULATOR[5]:LAT,
COREABC_0/ACCUMULATOR[5]:Q,13616
COREABC_0/ACCUMULATOR[5]:SD,
COREABC_0/ACCUMULATOR[5]:SLn,
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_shift_12[5]:A,16225
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_shift_12[5]:B,17374
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_shift_12[5]:Y,16225
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_27:EN,
CoreUARTapb_0/uUART/make_TX/xmit_state[3]:ADn,
CoreUARTapb_0/uUART/make_TX/xmit_state[3]:ALn,16293
CoreUARTapb_0/uUART/make_TX/xmit_state[3]:CLK,17221
CoreUARTapb_0/uUART/make_TX/xmit_state[3]:D,16138
CoreUARTapb_0/uUART/make_TX/xmit_state[3]:EN,
CoreUARTapb_0/uUART/make_TX/xmit_state[3]:LAT,
CoreUARTapb_0/uUART/make_TX/xmit_state[3]:Q,17221
CoreUARTapb_0/uUART/make_TX/xmit_state[3]:SD,
CoreUARTapb_0/uUART/make_TX/xmit_state[3]:SLn,
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[6]:ADn,
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[6]:ALn,16293
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[6]:CLK,17382
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[6]:D,18479
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[6]:EN,14595
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[6]:LAT,
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[6]:Q,17382
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[6]:SD,
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[6]:SLn,
COREABC_0/PWDATA_M[4]:A,17460
COREABC_0/PWDATA_M[4]:B,17351
COREABC_0/PWDATA_M[4]:C,17156
COREABC_0/PWDATA_M[4]:D,16960
COREABC_0/PWDATA_M[4]:Y,16960
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_35:B,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_35:C,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_35:IPB,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_35:IPC,
FCCC_0/CCC_INST/IP_INTERFACE_10:A,
FCCC_0/CCC_INST/IP_INTERFACE_10:B,
FCCC_0/CCC_INST/IP_INTERFACE_10:C,
FCCC_0/CCC_INST/IP_INTERFACE_10:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_10:IPB,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_22:EN,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_22:IPENn,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_9:B,17177
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_9:C,17255
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_9:IPB,17177
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_9:IPC,17255
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[2]:ADn,
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[2]:ALn,16293
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[2]:CLK,17382
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[2]:D,18479
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[2]:EN,14595
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[2]:LAT,
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[2]:Q,17382
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[2]:SD,
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[2]:SLn,
COREABC_0/un1_ACCUMULATOR_0_d1_ac0_9:A,13752
COREABC_0/un1_ACCUMULATOR_0_d1_ac0_9:B,12478
COREABC_0/un1_ACCUMULATOR_0_d1_ac0_9:C,13616
COREABC_0/un1_ACCUMULATOR_0_d1_ac0_9:D,13426
COREABC_0/un1_ACCUMULATOR_0_d1_ac0_9:Y,12478
COREABC_0/DOJMP:ADn,
COREABC_0/DOJMP:ALn,16293
COREABC_0/DOJMP:CLK,15991
COREABC_0/DOJMP:D,17367
COREABC_0/DOJMP:EN,14950
COREABC_0/DOJMP:LAT,
COREABC_0/DOJMP:Q,15991
COREABC_0/DOJMP:SD,
COREABC_0/DOJMP:SLn,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_6:C,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_6:IPC,
COREABC_0/un5_ramwdata_cry_6:A,
COREABC_0/un5_ramwdata_cry_6:B,15584
COREABC_0/un5_ramwdata_cry_6:C,
COREABC_0/un5_ramwdata_cry_6:CC,15078
COREABC_0/un5_ramwdata_cry_6:D,
COREABC_0/un5_ramwdata_cry_6:P,15584
COREABC_0/un5_ramwdata_cry_6:S,15078
COREABC_0/un5_ramwdata_cry_6:UB,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[4]:ADn,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[4]:ALn,16293
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[4]:CLK,14097
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[4]:D,14402
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[4]:EN,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[4]:LAT,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[4]:Q,14097
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[4]:SD,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[4]:SLn,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_11:EN,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_11:IPENn,
COREABC_0/UROM_UROM/INS_0_a2_i_a2_1_1[4]:A,14103
COREABC_0/UROM_UROM/INS_0_a2_i_a2_1_1[4]:B,14049
COREABC_0/UROM_UROM/INS_0_a2_i_a2_1_1[4]:Y,14049
FCCC_0/GL0_INST/U0_RGB1:An,
FCCC_0/GL0_INST/U0_RGB1:ENn,
FCCC_0/GL0_INST/U0_RGB1:YL,
CoreUARTapb_0/uUART/make_RX/stop_strobe_i:ADn,
CoreUARTapb_0/uUART/make_RX/stop_strobe_i:ALn,16293
CoreUARTapb_0/uUART/make_RX/stop_strobe_i:CLK,17260
CoreUARTapb_0/uUART/make_RX/stop_strobe_i:D,16139
CoreUARTapb_0/uUART/make_RX/stop_strobe_i:EN,18219
CoreUARTapb_0/uUART/make_RX/stop_strobe_i:LAT,
CoreUARTapb_0/uUART/make_RX/stop_strobe_i:Q,17260
CoreUARTapb_0/uUART/make_RX/stop_strobe_i:SD,
CoreUARTapb_0/uUART/make_RX/stop_strobe_i:SLn,
CoreUARTapb_0/iPRDATA[7]:ADn,
CoreUARTapb_0/iPRDATA[7]:ALn,16293
CoreUARTapb_0/iPRDATA[7]:CLK,17484
CoreUARTapb_0/iPRDATA[7]:D,17382
CoreUARTapb_0/iPRDATA[7]:EN,15898
CoreUARTapb_0/iPRDATA[7]:LAT,
CoreUARTapb_0/iPRDATA[7]:Q,17484
CoreUARTapb_0/iPRDATA[7]:SD,
CoreUARTapb_0/iPRDATA[7]:SLn,
COREABC_0/PENABLEI:ADn,
COREABC_0/PENABLEI:ALn,16293
COREABC_0/PENABLEI:CLK,16075
COREABC_0/PENABLEI:D,17108
COREABC_0/PENABLEI:EN,
COREABC_0/PENABLEI:LAT,
COREABC_0/PENABLEI:Q,16075
COREABC_0/PENABLEI:SD,
COREABC_0/PENABLEI:SLn,
COREABC_0/ACCUMULATOR[1]:ADn,
COREABC_0/ACCUMULATOR[1]:ALn,16293
COREABC_0/ACCUMULATOR[1]:CLK,12539
COREABC_0/ACCUMULATOR[1]:D,15794
COREABC_0/ACCUMULATOR[1]:EN,15898
COREABC_0/ACCUMULATOR[1]:LAT,
COREABC_0/ACCUMULATOR[1]:Q,12539
COREABC_0/ACCUMULATOR[1]:SD,
COREABC_0/ACCUMULATOR[1]:SLn,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18_RNO:A,17490
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18_RNO:Y,17490
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_30:EN,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_30:IPENn,
CoreUARTapb_0/uUART/make_TX/xmit_state[0]:ADn,
CoreUARTapb_0/uUART/make_TX/xmit_state[0]:ALn,16293
CoreUARTapb_0/uUART/make_TX/xmit_state[0]:CLK,16114
CoreUARTapb_0/uUART/make_TX/xmit_state[0]:D,15166
CoreUARTapb_0/uUART/make_TX/xmit_state[0]:EN,
CoreUARTapb_0/uUART/make_TX/xmit_state[0]:LAT,
CoreUARTapb_0/uUART/make_TX/xmit_state[0]:Q,16114
CoreUARTapb_0/uUART/make_TX/xmit_state[0]:SD,
CoreUARTapb_0/uUART/make_TX/xmit_state[0]:SLn,
COREABC_0/UROM_UROM/INS_0_a2_i_a2_1_RNIV18A1[4]:A,17374
COREABC_0/UROM_UROM/INS_0_a2_i_a2_1_RNIV18A1[4]:B,17331
COREABC_0/UROM_UROM/INS_0_a2_i_a2_1_RNIV18A1[4]:C,15079
COREABC_0/UROM_UROM/INS_0_a2_i_a2_1_RNIV18A1[4]:D,17037
COREABC_0/UROM_UROM/INS_0_a2_i_a2_1_RNIV18A1[4]:Y,15079
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_0[6]:A,
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_0[6]:B,13338
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_0[6]:C,
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_0[6]:CC,12495
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_0[6]:D,
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_0[6]:P,
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_0[6]:S,12495
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_0[6]:UB,
FCCC_0/CCC_INST/IP_INTERFACE_12:A,
FCCC_0/CCC_INST/IP_INTERFACE_12:B,
FCCC_0/CCC_INST/IP_INTERFACE_12:C,
FCCC_0/CCC_INST/IP_INTERFACE_12:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_12:IPC,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_15:B,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_15:C,16506
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_15:IPB,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_15:IPC,16506
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1:A,15432
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1:B,13955
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1:C,13902
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1:CC,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1:D,13658
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1:P,14628
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1:UB,14448
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1:Y,13658
CoreUARTapb_0/uUART/make_TX/xmit_sel_tx_xhdl2_3_iv_i:A,17390
CoreUARTapb_0/uUART/make_TX/xmit_sel_tx_xhdl2_3_iv_i:B,17315
CoreUARTapb_0/uUART/make_TX/xmit_sel_tx_xhdl2_3_iv_i:C,13538
CoreUARTapb_0/uUART/make_TX/xmit_sel_tx_xhdl2_3_iv_i:Y,13538
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_bit_cnt_4_i_a2[3]:A,16052
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_bit_cnt_4_i_a2[3]:B,16002
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_bit_cnt_4_i_a2[3]:C,15807
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_bit_cnt_4_i_a2[3]:Y,15807
COREABC_0/PSELI_RNO:A,17329
COREABC_0/PSELI_RNO:B,15910
COREABC_0/PSELI_RNO:C,17210
COREABC_0/PSELI_RNO:D,17055
COREABC_0/PSELI_RNO:Y,15910
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/xmit_cntr[3]:ADn,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/xmit_cntr[3]:ALn,16293
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/xmit_cntr[3]:CLK,17374
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/xmit_cntr[3]:D,15906
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/xmit_cntr[3]:EN,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/xmit_cntr[3]:LAT,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/xmit_cntr[3]:Q,17374
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/xmit_cntr[3]:SD,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/xmit_cntr[3]:SLn,
CoreUARTapb_0/uUART/make_RX/rx_shift[2]:ADn,
CoreUARTapb_0/uUART/make_RX/rx_shift[2]:ALn,16293
CoreUARTapb_0/uUART/make_RX/rx_shift[2]:CLK,17374
CoreUARTapb_0/uUART/make_RX/rx_shift[2]:D,16225
CoreUARTapb_0/uUART/make_RX/rx_shift[2]:EN,15649
CoreUARTapb_0/uUART/make_RX/rx_shift[2]:LAT,
CoreUARTapb_0/uUART/make_RX/rx_shift[2]:Q,17374
CoreUARTapb_0/uUART/make_RX/rx_shift[2]:SD,
CoreUARTapb_0/uUART/make_RX/rx_shift[2]:SLn,
CoreUARTapb_0/uUART/make_RX/receive_count[1]:ADn,
CoreUARTapb_0/uUART/make_RX/receive_count[1]:ALn,16293
CoreUARTapb_0/uUART/make_RX/receive_count[1]:CLK,13995
CoreUARTapb_0/uUART/make_RX/receive_count[1]:D,14454
CoreUARTapb_0/uUART/make_RX/receive_count[1]:EN,18219
CoreUARTapb_0/uUART/make_RX/receive_count[1]:LAT,
CoreUARTapb_0/uUART/make_RX/receive_count[1]:Q,13995
CoreUARTapb_0/uUART/make_RX/receive_count[1]:SD,
CoreUARTapb_0/uUART/make_RX/receive_count[1]:SLn,
TX_obuf/U0/U_IOENFF:A,
TX_obuf/U0/U_IOENFF:Y,
COREABC_0/INSTR_CMD[1]:ADn,
COREABC_0/INSTR_CMD[1]:ALn,
COREABC_0/INSTR_CMD[1]:CLK,14979
COREABC_0/INSTR_CMD[1]:D,15052
COREABC_0/INSTR_CMD[1]:EN,
COREABC_0/INSTR_CMD[1]:LAT,
COREABC_0/INSTR_CMD[1]:Q,14979
COREABC_0/INSTR_CMD[1]:SD,
COREABC_0/INSTR_CMD[1]:SLn,
CoreUARTapb_0/uUART/make_TX/xmit_sel_tx_xhdl2_1_7_bm_1_1:A,13955
CoreUARTapb_0/uUART/make_TX/xmit_sel_tx_xhdl2_1_7_bm_1_1:B,13896
CoreUARTapb_0/uUART/make_TX/xmit_sel_tx_xhdl2_1_7_bm_1_1:C,13774
CoreUARTapb_0/uUART/make_TX/xmit_sel_tx_xhdl2_1_7_bm_1_1:D,13538
CoreUARTapb_0/uUART/make_TX/xmit_sel_tx_xhdl2_1_7_bm_1_1:Y,13538
CoreUARTapb_0/uUART/make_TX/xmit_sel_tx_xhdl2_1_7_am_1_1:A,14110
CoreUARTapb_0/uUART/make_TX/xmit_sel_tx_xhdl2_1_7_am_1_1:B,14051
CoreUARTapb_0/uUART/make_TX/xmit_sel_tx_xhdl2_1_7_am_1_1:C,13929
CoreUARTapb_0/uUART/make_TX/xmit_sel_tx_xhdl2_1_7_am_1_1:D,13666
CoreUARTapb_0/uUART/make_TX/xmit_sel_tx_xhdl2_1_7_am_1_1:Y,13666
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_33:B,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_33:C,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_33:IPB,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_33:IPC,
CoreUARTapb_0/uUART/make_RX/framing_error_int_0_sqmuxa_0_a4_0_a2_0:A,16023
CoreUARTapb_0/uUART/make_RX/framing_error_int_0_sqmuxa_0_a4_0_a2_0:B,14817
CoreUARTapb_0/uUART/make_RX/framing_error_int_0_sqmuxa_0_a4_0_a2_0:C,15870
CoreUARTapb_0/uUART/make_RX/framing_error_int_0_sqmuxa_0_a4_0_a2_0:Y,14817
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:CC[0],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:CC[1],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:CC[2],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:CC[3],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:CC[4],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:CC[5],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:CC[6],12495
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:CI,
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:P[0],12692
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:P[10],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:P[11],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:P[1],12612
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:P[2],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:P[3],12822
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:P[4],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:P[5],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:P[6],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:P[7],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:P[8],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:P[9],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:UB[0],12495
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:UB[10],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:UB[11],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:UB[1],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:UB[2],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:UB[3],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:UB[4],12710
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:UB[5],12842
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:UB[6],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:UB[7],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:UB[8],
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_6[6]_CC_0:UB[9],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_17:EN,
CoreUARTapb_0/uUART/make_TX/xmit_state_ns_a3[1]:A,17413
CoreUARTapb_0/uUART/make_TX/xmit_state_ns_a3[1]:B,17374
CoreUARTapb_0/uUART/make_TX/xmit_state_ns_a3[1]:Y,17374
FCCC_0/CCC_INST/IP_INTERFACE_9:A,
FCCC_0/CCC_INST/IP_INTERFACE_9:B,
FCCC_0/CCC_INST/IP_INTERFACE_9:C,
FCCC_0/CCC_INST/IP_INTERFACE_9:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_9:IPB,
FCCC_0/CCC_INST/IP_INTERFACE_9:IPC,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_12:CLK,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_12:IPCLKn,
CoreUARTapb_0/uUART/make_TX/xmit_state_ns_i_a3_1[3]:A,16407
CoreUARTapb_0/uUART/make_TX/xmit_state_ns_i_a3_1[3]:B,16291
CoreUARTapb_0/uUART/make_TX/xmit_state_ns_i_a3_1[3]:C,15104
CoreUARTapb_0/uUART/make_TX/xmit_state_ns_i_a3_1[3]:Y,15104
CoreUARTapb_0/uUART/make_RX/samples_RNILCH5[0]:A,13897
CoreUARTapb_0/uUART/make_RX/samples_RNILCH5[0]:B,13814
CoreUARTapb_0/uUART/make_RX/samples_RNILCH5[0]:C,13753
CoreUARTapb_0/uUART/make_RX/samples_RNILCH5[0]:Y,13753
COREABC_0/STKPTR_RNO[1]:A,15974
COREABC_0/STKPTR_RNO[1]:B,15022
COREABC_0/STKPTR_RNO[1]:C,17241
COREABC_0/STKPTR_RNO[1]:D,17037
COREABC_0/STKPTR_RNO[1]:Y,15022
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[8]:ADn,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[8]:ALn,16293
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[8]:CLK,13944
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[8]:D,13740
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[8]:EN,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[8]:LAT,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[8]:Q,13944
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[8]:SD,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[8]:SLn,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_19:B,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_19:C,16428
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_19:IPB,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_19:IPC,16428
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_4[6]:A,
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_4[6]:B,
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_4[6]:C,
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_4[6]:CC,
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_4[6]:D,
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_4[6]:P,
COREABC_0/ACCUM_NEXT_6_ns_1_0_RNO_4[6]:UB,
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[3]:ADn,
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[3]:ALn,16293
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[3]:CLK,16407
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[3]:D,16218
